route_long_name,route_type,route_text_color,agency_id,route_id,route_color,route_short_name
Royal Oak Intermediate To Mangere Town Centre,3,,NZBML,06162-20160729161628_v43.23,,061
Rangitoto College To Orewa,3,,BAYES,02560-20160803113210_v43.25,,025
Mayoral Dr To Torbay Express Via Forrest Hill,3,,NZBNS,87704-20160729161628_v43.23,,877X
Manukau City Centre To Britomart Express Via Otahuhu,3,,NZBWP,45705-20160803113210_v43.25,,457X
Mayoral Dr To Long Bay,3,,NZBNS,85802-20160729161628_v43.23,,858
Auckland To Devonport,4,,FGL,92012-20160803113210_v43.25,,DEV
Smales Farm To Westgate,3,,RTH,13009-20160803113210_v43.25,,130
Epsom Schools To St Heliers,3,,NZBML,00452-20160729161628_v43.23,,004
International Airport To Downtown Via Mt Eden Rd,3,,ABEXP,30003-20160729161628_v43.23,,SKY
Homai Train Station to Papakura Train Station,2,,AM,20224-20160729161628_v43.23,,STH
Britomart To Bucklands Beach Via Newmarket And Half Moon Bay,3,,HE,55204-20160729161628_v43.23,,552
Beach Haven To Westlake Schools,3,,BTL,00657-20160803113210_v43.25,,006
Otahuhu To Manukau City Centre Via East Tamaki,3,,NZBWP,48404-20160803113210_v43.25,,484
Britomart To Manukau City Centre Via Massey Rd,3,,NZBWP,32804-20160729161628_v43.23,,328
Midtown To Beach Haven Via Birkdale Rd,3,,BTL,97404-20160803113210_v43.25,,974
North Shore Schools to Whenuapai,3,,PBC,32852-20160803113210_v43.25,,328
West Harbour and Massey to Takapuna Schools,3,,PBC,32951-20160803113210_v43.25,,329
Panmure To Selwyn College,3,,HE,04655-20160729161628_v43.23,,046
Whangaparaoa College To Army Bay,3,,BAYES,01958-20160729161628_v43.23,,019
Birkenhead Schools To Chatswood,3,,BTL,07956-20160803113210_v43.25,,079
Midtown To Patiki Rd,3,,NZBGW,22202-20160803113210_v43.25,,222
Airport To Downtown Via Mt Eden Rd,3,,ABEXP,30001-20160729161628_v43.23,,SKY
Britomart to Pahurehure Via Mahia Rd,3,,NZBWP,47108-20160803113210_v43.25,,471
Kingsway School To Gulf Harbour,3,,BAYES,01256-20160803113210_v43.25,,012
Glen Innes to Stonefields Feeder,3,,HE,63201-20160729161628_v43.23,,632
Papatoetoe To Britomart Express,3,,NZBWP,33601-20160803113210_v43.25,,336X
Ranui To City Centre Express,3,,NZBGW,13011-20160729161628_v43.23,,13X
Onehunga to St Lukes,3,,NZBML,01101-20160803113210_v43.25,,011
Glenfield Intermediate To Bayview,3,,BTL,01258-20160803113210_v43.25,,012
Otahuhu To Manukau City Centre Via Flat Bush,3,,NZBWP,45704-20160803113210_v43.25,,457
Whangaparaoa College To Orewa,3,,BAYES,01856-20160729161628_v43.23,,018
Mt Wellington To Britomart Via Carbine Rd,3,,NZBWP,53201-20160729161628_v43.23,,532
Otahuhu To Otahuhu College Via Seaside Park,3,,NZBWP,40906-20160729161628_v43.23,,409
Auckland To Waiheke Island Via Devonport (Pier 2),4,,FGL,98014-20160729161628_v43.23,,MTIA
Avondale College To New Lynn,3,,NZBGW,11554-20160803113210_v43.25,,115
Otahuhu Transport Centre To Ellerslie Penrose Schools,3,,NZBML,06551-20160803113210_v43.25,,065
Auckland Girls Grammar To Southmall,3,,NZBWP,06054-20160803113210_v43.25,,060
Midtown To Bayview Via Manuka Rd,3,,BTL,95504-20160729161628_v43.23,,955
Auckland To Birkenhead Via Northcote Point,4,,FGL,91012-20160803113210_v43.25,,BIRK
City Centre To Henderson Via Kelston,3,,NZBGW,11302-20160803113210_v43.25,,113
Westlake Boys To Northcross,3,,NZBNS,03354-20160729161628_v43.23,,033
Auckland To Devonport,4,,FGL,92012-20160729161628_v43.23,,DEV
Rosehill College To Homai,3,,NZBWP,05852-20160803113210_v43.25,,058
Baradene College To Stonefields,3,,HE,02358-20160803113210_v43.25,,023
Herne Bay To Epsom Girls Grammar,3,,NZBML,02351-20160729161628_v43.23,,023
Blockhouse Bay To New Lynn Via Green Bay (U),3,,UE,19504-20160803113210_v43.25,,195
Manukau City Centre To Wattle Downs,3,,NZBWP,45602-20160729161628_v43.23,,456
Birkenhead Wharf To Albany Station Via Highbury,3,,BTL,95701-20160729161628_v43.23,,957
Manurewa High to Weymouth And Wattle Downs,3,,MSB,00450-20160803113210_v43.25,,004
Civic Centre To Onehunga Via Oranga,3,,NZBML,31202-20160729161628_v43.23,,312
Takapuna To Windy Ridge,3,,NZBNS,91304-20160803113210_v43.25,,913
Glenfield Schools To Windy Ridge,3,,BTL,07754-20160803113210_v43.25,,077
Britomart To North Park Express,3,,HE,55104-20160803113210_v43.25,,551X
Glenfield To Westlake Schools Via Marlborough,3,,NZBNS,03751-20160803113210_v43.25,,037
Britomart To Mt Wellington Via Carbine Rd,3,,NZBWP,53202-20160729161628_v43.23,,532
Outer Link Mt Eden To CBD Clockwise,3,,NZBML,73108-20160729161628_v43.23,,OUT
Glenfield College To Totaravale,3,,BTL,07854-20160729161628_v43.23,,078
Spinella Dr To Glenfield Intermediate Primary,3,,BTL,01255-20160803113210_v43.25,,012
Te Atatu Peninsula To City Centre Express,3,,NZBGW,04011-20160729161628_v43.23,,04X
Hobsonville To Henderson,3,,RTH,09203-20160803113210_v43.25,,092
Papakura Train Station to Britomart Train Station,2,,AM,20171-20160803113210_v43.25,,STH
Britomart Train Station to Manukau Train Station,2,,AM,50072-20160729161628_v43.23,,EAST
Bucklands Beach To Britomart Express Via Tamaki Campus,3,,HE,55401-20160729161628_v43.23,,554X
Selwyn College To Stonefields,3,,NZBML,04754-20160729161628_v43.23,,047
Waiheke Island To Auckland (Pier 2),4,,FGL,98011-20160803113210_v43.25,,MTIA
Onehunga To Otahuhu Via Favona,3,,NZBML,30404-20160729161628_v43.23,,304
Henderson To Westgate,3,,RTH,08008-20160729161628_v43.23,,080
Manurewa Interchange To Wattle Downs,3,,NZBWP,45604-20160803113210_v43.25,,456
Newmarket To Albany Station Via Ponsonby,3,,NZBNS,96202-20160729161628_v43.23,,962
Onehunga To Pakuranga Plaza Via Penrose,3,,HE,35802-20160729161628_v43.23,,358
Wynyard Quarter To Onehunga Via Unitec,3,,NZBML,01002-20160803113210_v43.25,,010
St Heliers To Pt Chevalier,3,,NZBML,00709-20160729161628_v43.23,,007
Orewa College To Stanmore Bay Via Vipond Rd,3,,BAYES,00656-20160729161628_v43.23,,006
Westlake Schools To Totara Vale Via Sunnynook,3,,NZBNS,07356-20160803113210_v43.25,,073
Glen Innes to Stonefields Feeder,3,,HE,63201-20160803113210_v43.25,,632
Long Bay College To Northcross Intermediate,3,,BAYES,02855-20160729161628_v43.23,,028
Northcote College To Chatswood and Beachhaven,3,,BTL,03056-20160729161628_v43.23,,030
Onehunga To New Lynn,3,,UE,00901-20160803113210_v43.25,,009
Westgate To Whenuapai,3,,RTH,09306-20160729161628_v43.23,,093
French Bay To Glen Eden Intermediate,3,,RTH,02551-20160729161628_v43.23,,025
Manly shops to Orewa via HC Station and Silverdale,3,,NZBNS,98104-20160729161628_v43.23,,981
Mission Heights To Britomart Via Botany Town Centre,3,,HE,50001-20160803113210_v43.25,,500
Mayoral Dr To Browns Bay,3,,NZBNS,87502-20160729161628_v43.23,,875
Takapuna To Glenfield,3,,BTL,91506-20160803113210_v43.25,,915
Henderson To Westgate Via Massey East,3,,RTH,09006-20160729161628_v43.23,,090
Epsom Schools To Drury,3,,NZBWP,05152-20160729161628_v43.23,,051
Britomart To Glendowie,3,,NZBML,76702-20160729161628_v43.23,,767
Ranui To City Centre Via Te Atatu South,3,,NZBGW,09701-20160803113210_v43.25,,097
Remuera Schools To Manurewa,3,,NZBWP,05454-20160729161628_v43.23,,054
Rothesay Bay Shops To Westlake Schools,3,,NZBNS,01653-20160729161628_v43.23,,016
New Lynn To Otahuhu,3,,UE,00802-20160729161628_v43.23,,008
Carmel College And Westlake Girls To Gulf Harbour,3,,NZBNS,04752-20160803113210_v43.25,,047
Chatswood To Northcote Schools,3,,BTL,08051-20160729161628_v43.23,,080
Royal Oak Intermediate To Mangere Bridge,3,,NZBML,00258-20160803113210_v43.25,,002
Westgate To City Centre Via Don Buck Rd,3,,RTH,08101-20160803113210_v43.25,,081
Albany Station To Highbury Shops,3,,BTL,95704-20160729161628_v43.23,,957
Britomart Train Station to Onehunga Train Station,2,,AM,40030-20160803113210_v43.25,,ONE
Takapuna To Bayswater,3,,RTH,80306-20160729161628_v43.23,,803
Weymouth To Manukau City Centre,3,,NZBWP,45501-20160803113210_v43.25,,455
Westlake Girls To Bayview,3,,BTL,01556-20160729161628_v43.23,,015
Onehunga To Civic Centre,3,,NZBML,30201-20160729161628_v43.23,,302
Massey West To Hobsonville Primary,3,,RTH,00153-20160803113210_v43.25,,001
Newmarket To Te Papapa,3,,NZBML,39204-20160803113210_v43.25,,392
Manukau City To Britomart Via Mangere Town Centre,3,,NZBWP,32701-20160803113210_v43.25,,327
New Lynn Local,3,,UE,10401-20160729161628_v43.23,,104
Te Atatu Peninsula To City Centre,3,,NZBGW,04801-20160729161628_v43.23,,048
Midtown To New Lynn Via Sandringham Rd and St Lukes (4-6pm),3,,NZBML,23304-20160803113210_v43.25,,233
Glen Innes To Britomart Via St Johns And Khyber Pass Rd,3,,NZBML,62501-20160729161628_v43.23,,625
Gulf Harbour To Stella Maris School,3,,BAYES,02251-20160729161628_v43.23,,022
Half Moon Bay To Botany Town Centre,3,,HE,57505-20160803113210_v43.25,,575
Smales Rd To Howick College And Somerville Intermediate,3,,HE,32251-20160803113210_v43.25,,322
Birkenhead To Auckland Via Northcote Point,4,,FGL,91011-20160729161628_v43.23,,BIRK
Manukau City Centre To Onehunga Via Mangere Town Centre,3,,NZBWP,34803-20160803113210_v43.25,,348
Britomart Train Station to Papakura Train Station,2,,AM,20140-20160729161628_v43.23,,STH
KingsWay School To Manly,3,,BAYES,01460-20160729161628_v43.23,,014
Howick To Middlemore Via Otara And Highbrook,3,,HE,57503-20160729161628_v43.23,,575
Macleans College To Panmure,3,,HE,08052-20160729161628_v43.23,,080
Civic Centre To Upland Rd Via Lucerne Rd And Benson Rd,3,,NZBML,60602-20160729161628_v43.23,,606
Epsom And Remuera Schools To Constellation Station,3,,NZBML,06452-20160803113210_v43.25,,064
Onehunga High To Onehunga,3,,NZBML,00654-20160729161628_v43.23,,006
Constellation Station To Long Bay Via Browns Bay,3,,RTH,88602-20160729161628_v43.23,,886
Half Moon Bay Marina to Lloyd Elsmore Park,3,,HE,56402-20160729161628_v43.23,,564
Glen Innes To Pt Chevalier,3,,NZBML,00701-20160729161628_v43.23,,007
Keri Hill Shoppers Loop.,3,,NZBWP,47802-20160803113210_v43.25,,478
Westlake Schools To Glenfield.,3,,NZBNS,00958-20160803113210_v43.25,,009
Midtown To New Lynn (S),3,,NZBGW,22306-20160729161628_v43.23,,223
Gulf Harbour To Westlake Girls And Carmel College,3,,NZBNS,04751-20160803113210_v43.25,,047
Selwyn College To Meadowbank,3,,NZBML,05558-20160803113210_v43.25,,055
Takapuna To Devonport Via Narrow Neck (R),3,,RTH,81312-20160729161628_v43.23,,813
Midtown To New Lynn,3,,NZBGW,22302-20160803113210_v43.25,,223
Henderson To City Centre Express Via Glendene,3,,NZBGW,11011-20160803113210_v43.25,,11X
Portland Rd To Britomart,3,,NZBML,70301-20160803113210_v43.25,,703
Beach Haven Wharf To Auckland University,3,,BTL,97201-20160803113210_v43.25,,972
Blockhouse Bay To Midtown,3,,NZBML,24801-20160803113210_v43.25,,248
Wynyard Quarter To Onehunga Via Unitec,3,,NZBML,01002-20160729161628_v43.23,,010
New Lynn To Hobsonville,3,,RTH,13006-20160729161628_v43.23,,130
Balmoral To Sacred Heart College,3,,NZBML,00753-20160729161628_v43.23,,007
Westgate To Te Atatu Peninsula,3,,RTH,08201-20160803113210_v43.25,,082
Waiheke High School to Palm Beach,3,,WBC,09352-20160729161628_v43.23,,093
Midtown To Blockhouse Bay Express Via New Windsor,3,,NZBML,24804-20160803113210_v43.25,,248X
Outer Link Newmarket To CBD Clockwise,3,,NZBML,73110-20160729161628_v43.23,,OUT
Gulf Harbour To Westlake Girls And Carmel College,3,,NZBNS,04751-20160729161628_v43.23,,047
Carmel College To Totara Vale,3,,NZBNS,05654-20160803113210_v43.25,,056
Takapuna To Constellation Station,3,,NZBNS,87302-20160803113210_v43.25,,873
Britomart To North Park Via Newmarket,3,,HE,55102-20160729161628_v43.23,,551
Constellation Station To Takapuna,3,,NZBNS,87301-20160729161628_v43.23,,873
New Lynn To Midtown Via Sandringham Rd,3,,NZBML,24301-20160729161628_v43.23,,243
Kilkenny Dr To Britomart Via Botany Town Centre,3,,HE,50003-20160803113210_v43.25,,500
City Centre to Westgate Via Massey East and Lincoln Rd,3,,RTH,09102-20160729161628_v43.23,,091
Midtown To Beach Haven Via Birkdale Rd,3,,BTL,97404-20160729161628_v43.23,,974
City Centre To Ranui Express,3,,NZBGW,13012-20160729161628_v43.23,,13X
Manurewa To Remuera Schools,3,,NZBWP,05451-20160803113210_v43.25,,054
Wairau Valley To Westlake Schools Via Sunnynook,3,,NZBNS,05251-20160729161628_v43.23,,052
Britomart To Glen Innes Via Khyber Pass Rd And Remuera Rd (S,3,,NZBML,62506-20160803113210_v43.25,,625
Titirangi To City Centre Via Green Bay And New North Rd (N),3,,NZBGW,20911-20160803113210_v43.25,,209
St Ignatius School To Glendowie,3,,NZBML,01156-20160729161628_v43.23,,011
Otahuhu To Manukau City Centre Via Otara,3,,NZBWP,48704-20160803113210_v43.25,,487
Britomart To Glen Innes Via Parnell And Grand Dr,3,,NZBML,63502-20160803113210_v43.25,,635
Homai Train Station to Papakura Train Station,2,,AM,20224-20160803113210_v43.25,,STH
Hobsonville To New Lynn,3,,RTH,13005-20160729161628_v43.23,,130
St Josephs School To Sunnynook,3,,NZBNS,01456-20160729161628_v43.23,,014
Long Bay To Mayoral Dr Via Forrest Hill,3,,NZBNS,87901-20160729161628_v43.23,,879
Birkdale Intermediate To Highbury,3,,BTL,02558-20160729161628_v43.23,,025
Highbury To Albany Station,3,,RTH,55502-20160729161628_v43.23,,555
Auckland Pier 1 to Half Moon Bay via Rangitoto Island,4,,FGL,95016-20160729161628_v43.23,,HMB
Takapuna Schools To Greenhithe,3,,PBC,33152-20160729161628_v43.23,,331
Glenfield College To Bayview,3,,BTL,01158-20160729161628_v43.23,,011
Airport To Downtown Via Dominion Rd,3,,ABEXP,30005-20160803113210_v43.25,,SKY
Salisbury Rd To Westlake Schools,3,,BTL,00761-20160729161628_v43.23,,007
Britomart To Glen Innes And Glendowie College Via Remuera Rd,3,,NZBML,62504-20160803113210_v43.25,,625
Stanley Bay To Belmont Schools,3,,RTH,08251-20160803113210_v43.25,,082
Botany Town Centre To Maraetai,3,,HE,58904-20160803113210_v43.25,,589
Glen Innes To Pt Chevalier Via Selwyn Village,3,,NZBML,00711-20160729161628_v43.23,,007
Westgate To Hobsonville Point Wharf,3,,RTH,09208-20160803113210_v43.25,,092
Panmure To Britomart Via Glen Innes,3,,NZBML,71601-20160803113210_v43.25,,716
St Johns School To Pinehill,3,,NZBNS,06056-20160729161628_v43.23,,060
Westwell Rd To Devonport Via Ngataringa Rd,3,,RTH,81502-20160729161628_v43.23,,815
Sylvia Park To New Lynn Via Blockhouse Bay Shops,3,,UE,00905-20160803113210_v43.25,,009
Whangaparaoa College To Gulf Harbour School,3,,BAYES,01959-20160729161628_v43.23,,019
Britomart Train Station to Papakura Train Station,2,,AM,20132-20160803113210_v43.25,,STH
The Plaza to Gulf Harbour Ferry via Shakespear Regional Park,3,,NZBNS,98802-20160803113210_v43.25,,988
Devonport To Westlake Schools,3,,RTH,01753-20160729161628_v43.23,,017
City Centre To Westgate Via Don Buck Rd,3,,RTH,08102-20160729161628_v43.23,,081
Swanson Station to Waitakere Station (S),3,,NZBGW,13904-20160729161628_v43.23,,139
Civic Centre To Blockhouse Bay,3,,NZBML,25802-20160729161628_v43.23,,258
St Josephs And Rosmini College To Browns Bay,3,,NZBNS,04952-20160803113210_v43.25,,049
Takapuna Grammar To Stanley Bay,3,,RTH,08254-20160729161628_v43.23,,082
Papatoetoe Intermediate To Papatoetoe Town Hall,3,,NZBWP,02554-20160803113210_v43.25,,025
Pt Chevalier To St Heliers Via Selwyn Village,3,,NZBML,00704-20160729161628_v43.23,,007
Westlake Schools To Torbay,3,,NZBNS,02556-20160803113210_v43.25,,025
City Centre To Swanson,3,,NZBGW,08502-20160729161628_v43.23,,085
Gulf Harbour To Whangaparaoa College,3,,BAYES,02051-20160729161628_v43.23,,020
Unsworth To Albany Primary,3,,RTH,06259-20160729161628_v43.23,,062
Britomart Train Station to Onehunga Train Station,2,,AM,40026-20160803113210_v43.25,,ONE
Britomart To Portland Rd,3,,NZBML,70302-20160803113210_v43.25,,703
City Centre To Henderson And Liston College Via Glendene,3,,NZBGW,11306-20160803113210_v43.25,,113
Henderson To Te Atatu Intermediate,3,,RTH,02253-20160729161628_v43.23,,022
Midtown To Wesley,3,,NZBML,24602-20160803113210_v43.25,,246
Manurewa To Manukau City Centre Via The Gardens,3,,HE,46601-20160803113210_v43.25,,466
New Lynn To Midtown Express,3,,NZBML,22303-20160729161628_v43.23,,223X
Bayview To Westlake Girls,3,,BTL,01557-20160729161628_v43.23,,015
Beach Haven To Takapuna Via Rangatira Rd,3,,BTL,97601-20160729161628_v43.23,,976
Sancta Maria Schools To Highland Park,3,,HE,01858-20160803113210_v43.25,,018
Midtown To Henderson Via St Lukes And New Lynn,3,,NZBGW,22402-20160729161628_v43.23,,224
City Centre To Ranui Via RSA Village,3,,NZBGW,08704-20160729161628_v43.23,,087
Otahuhu To Civic Centre Via Favona,3,,NZBML,30401-20160803113210_v43.25,,304
Westlake Schools To Albany,3,,NZBNS,04256-20160803113210_v43.25,,042
Auckland To West Harbour,4,,BFL,99512-20160803113210_v43.25,,WSTH
Beach Haven Wharf To Auckland University,3,,BTL,97201-20160729161628_v43.23,,972
Albany Schools To Greenhithe,3,,RTH,11650-20160803113210_v43.25,,116
Torbay To Albany Station,3,,NZBNS,88201-20160729161628_v43.23,,882
Favona To Onehunga Schools,3,,NZBML,05851-20160803113210_v43.25,,058
Beach Haven To Midtown Via Rangatira Rd,3,,BTL,97401-20160729161628_v43.23,,974
Middlemore To Seventh Day Adventist Primary,3,,NZBWP,05155-20160729161628_v43.23,,051
Britomart To Red Hill,3,,NZBWP,47202-20160729161628_v43.23,,472
City Centre To Pt Chevalier Via Muripara,3,,NZBML,03004-20160803113210_v43.25,,030
Otahuhu To Britomart Flyer Via Mt Wellington Hwy,3,,NZBWP,52003-20160729161628_v43.23,,52F
Albany Station To Newmarket,3,,NZBNS,88103-20160803113210_v43.25,,881
Remuera To Auckland Grammar Via Benson Rd,3,,NZBML,01053-20160729161628_v43.23,,010
Britomart To Glen Innes Via Orakei,3,,NZBML,71502-20160729161628_v43.23,,715
Downtown To Airport Via Dominion Rd,3,,ABEXP,30006-20160729161628_v43.23,,SKY
Otahuhu Intermediate To Mangere Town Centre,3,,NZBWP,01260-20160729161628_v43.23,,012
Britomart Train Station to Papakura Train Station,2,,AM,20142-20160803113210_v43.25,,STH
Royal Oak Intermediate To Onehunga,3,,NZBML,00456-20160729161628_v43.23,,004
City Centre To Massey Via Te Atatu Peninsula,3,,RTH,52505-20160729161628_v43.23,,N05
Otahuhu To Manukau City Centre Via Middlemore Hospital,3,,NZBWP,44704-20160729161628_v43.23,,447
Botany Town Centre To Half Moon Bay,3,,HE,57504-20160803113210_v43.25,,575
Long Bay College To Northcross Intermediate,3,,BAYES,02855-20160803113210_v43.25,,028
Papatoetoe To Onehunga Via Mangere Town Centre,3,,NZBWP,34403-20160729161628_v43.23,,344
Takapuna To Westgate,3,,RTH,13007-20160729161628_v43.23,,130
Britomart To Papatoetoe Express,3,,NZBWP,33602-20160803113210_v43.25,,336X
Devonport To Westlake Schools,3,,RTH,01753-20160803113210_v43.25,,017
Baradene College To Stonefields,3,,HE,02358-20160729161628_v43.23,,023
Favona To Onehunga Schools Via Mangere Bridge,3,,NZBML,06251-20160729161628_v43.23,,062
Orewa to HC Station via Millwater and Silverdale,3,,NZBNS,98501-20160729161628_v43.23,,985
Takapuna To Windy Ridge Via North Shore Hospital,3,,NZBNS,91302-20160729161628_v43.23,,913
Takapuna Schools to Massey & West Harbour,3,,PBC,32952-20160729161628_v43.23,,329
Mayoral Dr To Glenfield Shops Via Coronation Rd,3,,NZBNS,95202-20160729161628_v43.23,,952
Mt Roskill To Civic Centre Via Flyover,3,,NZBML,26705-20160803113210_v43.25,,267
Te Huruhi School To Oneroa,3,,WBC,08754-20160729161628_v43.23,,087
"Albany Station to HC Station via Albany Centre, Massey Uni",3,,NZBNS,98602-20160803113210_v43.25,,986
St Johns School To Albany,3,,NZBNS,06952-20160729161628_v43.23,,069
Civic Centre To Upland Rd Via Lucerne Rd And Benson Rd,3,,NZBML,60602-20160803113210_v43.25,,606
Manurewa Intermediate To Clendon,3,,NZBWP,45404-20160729161628_v43.23,,454
Piemelon Bay Rd To Te Huruhi School,3,,WBC,09251-20160803113210_v43.25,,092
Britomart To Panmure Night Flexi Via Mission Bay,3,,NZBML,75002-20160729161628_v43.23,,750
Chatswood To Auckland University,3,,BTL,97101-20160729161628_v43.23,,971
St Heliers To Epsom Schools & Kadimah,3,,NZBML,01655-20160729161628_v43.23,,016
Auckland University To Beach Haven Wharf,3,,BTL,97202-20160803113210_v43.25,,972
Pahurehure To Papakura,3,,NZBWP,47103-20160729161628_v43.23,,471
Pt Chevalier To Glen Innes Via Selwyn Village,3,,NZBML,00712-20160729161628_v43.23,,007
Rocky Bay To Matiatia Wharf,3,,WBC,00201-20160803113210_v43.25,,2
Rangitoto College To Torbay,3,,NZBNS,06160-20160729161628_v43.23,,061
Waitakere Station to Swanson Station,3,,NZBGW,13901-20160803113210_v43.25,,139
Parnell To Epsom Schools,3,,NZBML,02951-20160729161628_v43.23,,029
Beach Haven To Midtown Via Birkdale Rd And Highbury Bypass,3,,BTL,97305-20160803113210_v43.25,,973
New Lynn To Glen Eden Via Titirangi,3,,NZBGW,17202-20160729161628_v43.23,,172
Takapuna To Bayswater Via Francis St,3,,RTH,80302-20160729161628_v43.23,,803
Rakino Island To Auckland,4,,BFL,99111-20160803113210_v43.25,,RAK
Albany Station To Newmarket,3,,NZBNS,88103-20160729161628_v43.23,,881
Westlake Girls To Bayview,3,,BTL,01556-20160803113210_v43.25,,015
Britomart To Otahuhu Flyer Via Mt Wellington Hwy,3,,NZBWP,52004-20160803113210_v43.25,,52F
Unsworth To Glenfield College,3,,BTL,07853-20160729161628_v43.23,,078
Greenhithe To Mayoral Dr Express,3,,RTH,95601-20160729161628_v43.23,,956
Stanley Bay To Westlake Schools,3,,RTH,08751-20160803113210_v43.25,,087
Glenfield Mall To Auckland University,3,,BTL,95103-20160803113210_v43.25,,951
Otahuhu To Britomart Flyer Via Mt Wellington,3,,NZBWP,50009-20160803113210_v43.25,,50F
City Centre To Lynfield Via Dominion Rd,3,,NZBML,52206-20160803113210_v43.25,,N26
Owairoa Primary To Botany,3,,HE,31454-20160803113210_v43.25,,314
Stonefields To Baradene College,3,,HE,02355-20160729161628_v43.23,,023
Macleans College To Botany,3,,HE,08256-20160729161628_v43.23,,082
Onetangi Direct To Matiatia Wharf,3,,WBC,00401-20160803113210_v43.25,,4
One Tree Hill College To Bailey Rd Via Ruawai Rd,3,,NZBML,06552-20160729161628_v43.23,,065
Manukau City Centre To Otahuhu Via East Tamaki,3,,NZBWP,48403-20160729161628_v43.23,,484
Bucklands Beach To Baradene College,3,,HE,01151-20160729161628_v43.23,,011
Highbury To Birkenhead Wharf,3,,BTL,95706-20160729161628_v43.23,,957
Hibiscus Coast Station to Britomart (Morning Peak),3,,RTH,10005-20160729161628_v43.23,,NEX
Midtown To Rosebank Rd,3,,NZBGW,22102-20160729161628_v43.23,,221
Glen Innes To Britomart Via Mission Bay,3,,NZBML,75501-20160729161628_v43.23,,755
New Lynn To Sturges Rd Via Sunnyvale,3,,NZBGW,14902-20160803113210_v43.25,,149
Hobsonville To City Centre,3,,RTH,09201-20160803113210_v43.25,,092
Auckland To Gulf Harbour,4,,360D,93012-20160729161628_v43.23,,GULF
Glenfield To Takapuna Via Marlborough,3,,RTH,94502-20160803113210_v43.25,,945
Britomart Train Station to Henderson Train Station,2,,AM,10040-20160803113210_v43.25,,WEST
Palm Road To Waiheke Primary,3,,WBC,09451-20160803113210_v43.25,,094
Bucklands Beach To Botany Town Centre Via Highland Park,3,,HE,54502-20160729161628_v43.23,,545
Auckland To Gulf Harbour,4,,360D,93012-20160803113210_v43.25,,GULF
Airport To 380 Queen St Via Mt Eden Rd,3,,ABEXP,30009-20160729161628_v43.23,,SKY
HC Station to Orewa via Silverdale and Millwater,3,,NZBNS,98502-20160803113210_v43.25,,985
Swanson Train Station to Britomart Train Station,2,,AM,10215-20160803113210_v43.25,,WEST
Lynfield To Civic Centre Express,3,,NZBML,26709-20160803113210_v43.25,,267X
Stella Maris School To Gulf Harbour,3,,BAYES,02260-20160729161628_v43.23,,022
Takapuna To Beach Haven Via Rangatira Rd,3,,BTL,97504-20160729161628_v43.23,,975
Beach Haven To Midtown Via Birkdale Rd And Highbury Bypass,3,,BTL,97305-20160729161628_v43.23,,973
Spinella Dr To Glenfield Intermediate Primary,3,,BTL,01255-20160729161628_v43.23,,012
City Centre To Henderson Via Glen Eden And Rosier Rd (S),3,,NZBGW,15306-20160803113210_v43.25,,153
Highbury To Newmarket,3,,BTL,96605-20160729161628_v43.23,,966
Waiwera to City Centre (Wellesley St) via HC Station,3,,NZBNS,99101-20160729161628_v43.23,,991X
Inner Link Newmarket To CBD Anticlockwise,3,,NZBML,79803-20160803113210_v43.25,,INN
Britomart Train Station to Manukau Train Station,2,,AM,50074-20160729161628_v43.23,,EAST
Greenmeadows Intermediate and Manurewa High to Clendon,3,,MSB,00262-20160729161628_v43.23,,002
Long Bay College To Murrays Bay,3,,NZBNS,05354-20160803113210_v43.25,,053
Mt Roskill To Remuera Schools,3,,NZBML,03151-20160803113210_v43.25,,031
Britomart To Panmure Via Mission Bay And Glen Innes,3,,NZBML,75602-20160803113210_v43.25,,756
Britomart Train Station to Papakura Train Station,2,,AM,20122-20160803113210_v43.25,,STH
Henderson To Hobsonville,3,,RTH,09204-20160729161628_v43.23,,092
Rangitoto College To Browns Bay Shops Via Beach Rd,3,,NZBNS,06254-20160729161628_v43.23,,062
City Centre To Parrs Park Express Via Te Atatu South,3,,NZBGW,07012-20160729161628_v43.23,,07X
Britomart To Glen Innes Via Panmure,3,,NZBML,59502-20160729161628_v43.23,,595
Pt Chevalier To St Heliers Via Greenlane Hospital,3,,NZBML,00706-20160803113210_v43.25,,007
Macleans College To Botany Downs,3,,HE,08154-20160729161628_v43.23,,081
Swanson To City Centre Via New Lynn,3,,NZBGW,13501-20160729161628_v43.23,,135
New Lynn To Henderson Via Glen Eden And Rosier Rd,3,,NZBGW,15304-20160803113210_v43.25,,153
Pt Chevalier To St Heliers Via Selwyn Village And Hospital,3,,NZBML,00708-20160803113210_v43.25,,007
Papatoetoe High To Middlemore,3,,NZBWP,05452-20160729161628_v43.23,,054
Cockle Bay To Britomart Via Botany Town Centre,3,,HE,50101-20160729161628_v43.23,,501
Takapuna To Verrans Corner,3,,BTL,97502-20160803113210_v43.25,,975
Britomart to HC Station via all Busway Stations,3,,RTH,10004-20160729161628_v43.23,,NEX
Torbay To Mayoral Dr Express Via Forrest Hill,3,,NZBNS,87705-20160729161628_v43.23,,877X
Symonds St To Onehunga,3,,NZBWP,33002-20160729161628_v43.23,,330
Onewa Rd To Westlake Schools,3,,BTL,00955-20160803113210_v43.25,,009
Pukekohe To Tuakau To Papakura Via Pukekohe,3,,NZBWP,47606-20160803113210_v43.25,,476
